title,funder,type,start,end,award_in_pounds,lead_org,lead_org_dept,lead_org_address,lead_org_postcode,lead_org_region,grant_holder_firstname,grant_holder_othernames,grant_holder_surname,gtr_project_reference,gtr_url
Pandas and parasites: A functional genomics approach to combat persistant Baylisascaris schroederi infection in captive giant pandas,BBSRC,DTP,2015-10-01,2019-09-30,95042,Aberystwyth University,IBERS,"Old College, King Street, Ceredigion, Aberystwyth, Dyfed, SY23 2AX, Wales, United Kingdom",SY23 2AX,Wales,Russell,Mark,Morphew,BB/M016277/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM016277%2F1
Importance of nutrition for solidarity bees and bumble bees implications for pesticides and stewardship,BBSRC,DTP,2014-09-29,2018-09-28,94126,Harper Adams University,Crops and Environment Sciences,"Harper Adams University, Newport, Shropshire, TF10 8NB, West Midlands, United Kingdom",TF10 8NB,West Midlands,Keith,,Walters,BB/M503447/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM503447%2F1
DNA demethylation strategies and targets in crops,BBSRC,DTP,2013-10-01,2017-09-30,93520,University of Leeds,Ctr for Plant Sciences,"University of Leeds, Leeds, West Yorkshire, LS2 9JT, Yorkshire and The Humber, United Kingdom",LS2 9JT,Yorkshire and The Humber,Peter,,Meyer,BB/K011669/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK011669%2F1
A tandem bio-chemo catalytic approach to the sustainable production of high performance coatings additives from glucose.,BBSRC,DTP,2015-10-01,2019-09-30,95042,Aston University,Sch of Life and Health Sciences,"Aston Triangle, Birmingham, B4 7ET, West Midlands, United Kingdom",B4 7ET,West Midlands,Roslyn,,Bill,BB/M016668/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM016668%2F1
Eliminating Fusarium Head Blight susceptibility in wheat,BBSRC,DTP,2015-10-01,2019-09-30,95042,John Innes Centre,Crop Genetics,"Norwich Research Park, Colney, Norwich, Norwich, NR4 7UH, East of England, United Kingdom",NR4 7UH,East of England,Paul,,Nicholson,BB/M016919/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM016919%2F1
Quota Studentship 2012,STFC,DTP,2012-10-01,2017-09-30,1014590,University College London,Physics and Astronomy,"Gower Street, London, WC1E 6BT, London, United Kingdom",WC1E 6BT,London,Jonathan,,Tennyson,ST/K502406/1,http://gtr.rcuk.ac.uk:80/projects?ref=ST%2FK502406%2F1
Training Grant Armagh,STFC,DTP,2015-09-01,2019-08-31,70867,Armagh Observatory,Astronomy,"College Hill, Armagh, County Armagh, BT61 9DG, Northern Ireland, United Kingdom",BT61 9DG,Northern Ireland,Mark Edward,,Bailey,ST/M503368/1,http://gtr.rcuk.ac.uk:80/projects?ref=ST%2FM503368%2F1
Role of Costimulatory Molecules in Innate Lymphoid Cell Function at Mucosal Surfaces,BBSRC,DTP,2014-10-01,2018-09-30,94126,University of Birmingham,Immunity and Infection,"Edgbaston Park Road, Edgbaston, B15 2TT, West Midlands, United Kingdom",B15 2TT,West Midlands,David,,Withers,BB/L016893/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL016893%2F1
Scottish ESRC Doctoral Training Centre DTC 2011,ESRC,DTP,2011-10-01,2020-09-30,24610500,University of Edinburgh,Sch of Social and Political Science,"Old College, South Bridge, Mayfield Road, Edinburgh, EH8 9YL, Scotland, United Kingdom",EH8 9YL,Scotland,Charlie,,Jeffery,ES/J500136/1,http://gtr.rcuk.ac.uk:80/projects?ref=ES%2FJ500136%2F1
Improving the available Bioparts for process engineering of a Geobacillus chassis,BBSRC,DTP,2014-10-01,2018-09-30,94126,University of Nottingham,Sch of Molecular Medical Sciences,"University Park, Nottingham, Nottinghamshire, NG7 2RD, East Midlands, United Kingdom",NG7 2RD,East Midlands,Nigel,,Minton,BB/L016478/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL016478%2F1
DNA-protein conjugates,BBSRC,DTP,2014-10-01,2018-09-30,94126,University of Oxford,Oxford Chemistry,"University Chest, Wellington Square, Oxford, OX1 2JD, South East, United Kingdom",OX1 2JD,South East,Benjamin,,Davis,BB/L015455/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL015455%2F1
"Investigating the molecular basis of insecticide control failure in the Beet Armyworm, Spodoptera exigua",BBSRC,DTP,2016-10-01,2020-09-30,96696,University of Exeter,Biosciences,"University of Exeter, Clydesdale House, Clydesdale Road, Exeter, EX4 4QX, South West, United Kingdom",EX4 4QX,South West,Christopher,,Bass,BB/P504798/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FP504798%2F1
Chemical ecological protection of tomato by synergising plant priming and pest deterrence,BBSRC,DTP,2015-10-01,2019-09-30,95042,Newcastle University,Sch of Biology,"1 Park Terrace, Newcastle Upon Tyne, Tyne and Wear, NE1 7RU, North East, United Kingdom",NE1 7RU,North East,Colin,Robert,Tosh,BB/M016765/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM016765%2F1
Novel multi-targeted antibodies engineered to characterise fundamental transport processes at the blood-brain barrier.,BBSRC,DTP,2014-10-01,2018-09-30,102126,King's College London,Pharmaceutical Sciences,"Capital House, 2nd Floor, Guys Campus, 42 Weston Street, London, SE1 3QD, London, United Kingdom",SE1 3QD,London,Sarah,Ann,Thomas,BB/L01534X/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL01534X%2F1
DTA - University of Reading,EPSRC,DTP,2013-10-01,2017-09-30,629290,University of Reading,Finance Office,"Whiteknights House, PO Box 217, Reading, Berkshire, RG6 6AH, South East, United Kingdom",RG6 6AH,South East,Jonathan,David,Lloyd,EP/L505043/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FL505043%2F1
Industrial CASE Account - Coventry University 2011,EPSRC,DTP,2011-10-01,2016-09-30,207363,Coventry University,Engineering and Computing,"Priory Street, CV1 5FB, West Midlands, United Kingdom",CV1 5FB,West Midlands,Ian,Mitchell,Marshall,EP/J501906/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FJ501906%2F1
Cross-talk between estrogen induced cytosolic signaling and local protein translation,BBSRC,DTP,2014-10-01,2018-09-30,102126,King's College London,Neuroscience,"Capital House, 2nd Floor, Guys Campus, 42 Weston Street, London, SE1 3QD, London, United Kingdom",SE1 3QD,London,Deepak,Prakash,Srivastava,BB/M503356/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM503356%2F1
Understanding how the Arabidopsis plant peptide 'Kiss Of Death' (KOD) induces cell death in plant cells,BBSRC,DTP,2015-10-01,2019-09-30,95042,University of Manchester,School of Biological Sciences,"Oxford Road, Manchester, M13 9PL, North West, United Kingdom",M13 9PL,North West,Patrick,Georges,Gallois,BB/M016994/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM016994%2F1
St Andrews-2013-DTG Funding 3 Studentships,NERC,DTP,2013-10-01,2017-03-31,223613,University of St Andrews,Research Funding Office,"College Gate, St. Andrews, Fife, KY16 9AJ, Scotland, United Kingdom",KY16 9AJ,Scotland,Cheryl,,Chan,NE/L501852/1,http://gtr.rcuk.ac.uk:80/projects?ref=NE%2FL501852%2F1
Development of an in vitro model of the glomerular filtration barrier using cell sheet engineering,BBSRC,DTP,2016-10-01,2020-09-30,96696,University of Manchester,School of Biological Sciences,"Oxford Road, Manchester, M13 9PL, North West, United Kingdom",M13 9PL,North West,Rachel,,Lennon,BB/P504348/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FP504348%2F1
MMU-2013-DTG Funding 1 Studentship,NERC,DTP,2013-09-30,2017-03-29,72871,Manchester Metropolitan University,School of Science and the Environment,"Cavendish North Building, Manchester, M15 6BG, North West, United Kingdom",M15 6BG,North West,Simon,John,Caporn,NE/L501992/1,http://gtr.rcuk.ac.uk:80/projects?ref=NE%2FL501992%2F1
MANUAFACTURE OF STRONTIUM DOPED CALCIUM PHOSPHATE GLASS MICROSPHERES FOR TREATMENT OF OSTEOPOROSIS,STFC,DTP,2013-10-01,2017-09-30,67498,University of Nottingham,Faculty of Engineering,"University Park, Nottingham, Nottinghamshire, NG7 2RD, East Midlands, United Kingdom",NG7 2RD,East Midlands,Ifty,,Ahmed,ST/L502583/1,http://gtr.rcuk.ac.uk:80/projects?ref=ST%2FL502583%2F1
Identification of novel biomarkers of resistance to Eimeria infection in the chicken,BBSRC,DTP,2013-09-09,2017-09-08,93520,University of Edinburgh,The Roslin Institute,"Old College, South Bridge, Mayfield Road, Edinburgh, EH8 9YL, Scotland, United Kingdom",EH8 9YL,Scotland,Lonneke,,Vervelde,BB/L502455/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL502455%2F1
Industrial CASE Account - University of Warwick 2011,EPSRC,DTP,2011-10-01,2016-09-30,345605,University of Warwick,WMG,"Warwickshire, Coventry, West Midlands, CV4 7AL, West Midlands, United Kingdom",CV4 7AL,West Midlands,Kevin,,Neailey,EP/J502261/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FJ502261%2F1
Central regulation of glucose and body weight,BBSRC,DTP,2014-10-01,2018-09-30,96126,University of Manchester,School of Medical Sciences,"Oxford Road, Manchester, M13 9PL, North West, United Kingdom",M13 9PL,North West,Simon,M.,Luckman,BB/L014238/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL014238%2F1
DTA - University of Reading,EPSRC,DTP,2014-10-01,2018-09-30,645517,University of Reading,Finance Office,"Whiteknights House, PO Box 217, Reading, Berkshire, RG6 6AH, South East, United Kingdom",RG6 6AH,South East,Jonathan,David,Lloyd,EP/M506606/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM506606%2F1
Determining the &quot;translatome&quot; of the ageing kidney podocyte using a D-Galactose-induced model of ageing coupled with BacTRAP technology in mice.,BBSRC,DTP,2014-10-01,2018-09-30,102126,"Queen Mary, University of London",William Harvey Research Institute,"Mile End Road, London, E1 4NS, London, United Kingdom",E1 4NS,London,Chris,,Thiemermann,BB/L017156/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL017156%2F1
DTA - University of St Andrews,EPSRC,DTP,2013-10-01,2017-09-30,2302190,University of St Andrews,Psychology,"College Gate, St. Andrews, Fife, KY16 9AJ, Scotland, United Kingdom",KY16 9AJ,Scotland,Malcolm,,MacLeod,EP/L505079/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FL505079%2F1
Bangor-2013-DTG Funding 5 Studentships,NERC,DTP,2013-10-01,2017-03-31,366855,Bangor University,The Finance Officer (Caederwen),"Bangor University, Bangor, Gwynedd, LL57 2DG, Wales, United Kingdom",LL57 2DG,Wales,Paul,,Storey,NE/L501694/1,http://gtr.rcuk.ac.uk:80/projects?ref=NE%2FL501694%2F1
UK Veterinary Summer Studentship Program,BBSRC,DTP,2017-06-01,2020-05-31,135000,University of Bristol,Faculty of Medical & Veterinary Sciences,"Senate House, Bristol, Avon, BS8 1TH, South West, United Kingdom",BS8 1TH,South West,Linda,,Wooldridge,BB/P011780/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FP011780%2F1
Developing global engineering and synthetic biology tools for process optimisation with Geobacillus spp,BBSRC,DTP,2015-10-01,2019-09-30,95042,University of Bath,Biology and Biochemistry,"University of Bath, Claverton Down, Bath, Avon, BA2 7AY, South West, United Kingdom",BA2 7AY,South West,David Jonathan,,Leak,BB/M015912/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM015912%2F1
Industrial CASE Account - University of Oxford 2014,EPSRC,DTP,2014-10-01,2019-09-30,906133,University of Oxford,"Mathematical, Physical&Life Sciences Div","University Chest, Wellington Square, Oxford, OX1 2JD, South East, United Kingdom",OX1 2JD,South East,Martin,,Williams,EP/M507520/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM507520%2F1
Understanding respiratory transepithelial bioavailability and comparative toxicology for human exposure assessments,BBSRC,DTP,2016-10-01,2020-09-30,104696,University College London,Mechanical Engineering,"Gower Street, London, WC1E 6BT, London, United Kingdom",WC1E 6BT,London,Rebecca,,Shipley,BB/P504658/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FP504658%2F1
Quota Studentship 2012,STFC,DTP,2013-08-06,2018-08-05,69641,Heriot-Watt University,Sch of Engineering and Physical Science,"Administration Building, Riccarton, Ricarton, Currie, EH14 4AS, Scotland, United Kingdom",EH14 4AS,Scotland,Robert,Roderick,Thomson,ST/K502017/1,http://gtr.rcuk.ac.uk:80/projects?ref=ST%2FK502017%2F1
DTA - Swansea University,EPSRC,DTP,2014-10-01,2018-09-30,509157,Swansea University,Research and Innovation,"Singleton Park, SA2 8PP, Wales, United Kingdom",SA2 8PP,Wales,Julie,Elizabeth,Pugsley,EP/M506424/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM506424%2F1
Mechanisms underlying genotoxic thresholds The development of automated tools for mechanistic investigations in vitro,BBSRC,DTP,2013-10-01,2017-09-30,93520,Swansea University,Institute of Life Science Medical School,"Singleton Park, SA2 8PP, Wales, United Kingdom",SA2 8PP,Wales,Gareth,James,Jenkins,BB/L502546/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL502546%2F1
Epigenetic and transcriptional regulation of the mir137 locus,BBSRC,DTP,2013-10-01,2017-09-30,93520,University of Liverpool,Institute of Translational Medicine,"Senate House, Abercromby Square, Liverpool, L69 3BX, North West, United Kingdom",L69 3BX,North West,John,Peter,Quinn,BB/L502480/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL502480%2F1
Genomics for optimal aphid biocontrol,BBSRC,DTP,2015-10-01,2019-09-30,95042,University of Liverpool,Institute of Integrative Biology,"Senate House, Abercromby Square, Liverpool, L69 3BX, North West, United Kingdom",L69 3BX,North West,Alistair,,Darby,BB/M016528/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM016528%2F1
Retinoid modulation of skin disease pathways,BBSRC,DTP,2013-10-01,2017-09-30,101520,"Queen Mary, University of London",Blizard Institute of Cell and Molecular,"Mile End Road, London, E1 4NS, London, United Kingdom",E1 4NS,London,Edel,,OToole,BB/L502303/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL502303%2F1
The Precise Control of Membrane Permeabilisation for Intracellular Delivery of Different Sized Payloads,BBSRC,DTP,2014-10-01,2018-09-30,102126,Imperial College London,Department of Chemical Engineering,"South Kensington Campus, Exhibition Road, London, SW7 2AZ, London, United Kingdom",SW7 2AZ,London,Rongjun,,Chen,BB/L016044/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL016044%2F1
Proteomics for &quot;free-from&quot; foods,BBSRC,DTP,2013-10-01,2017-09-30,93520,University of Manchester,School of Health Sciences,"Oxford Road, Manchester, M13 9PL, North West, United Kingdom",M13 9PL,North West,Clare,,Mills,BB/K01305X/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK01305X%2F1
Industrial CASE Account - University of York 2015,EPSRC,DTP,2015-10-01,2020-09-30,242010,University of York,Physics,"Heslington, York, North Yorkshire, YO10 5DD, Yorkshire and The Humber, United Kingdom",YO10 5DD,Yorkshire and The Humber,Brian,,Fulton,EP/N509413/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FN509413%2F1
Novel biodegradable drug polymers to realise the therapeutic potential of prostacyclin drugs,BBSRC,DTP,2014-10-01,2018-09-30,102126,University College London,Medicine,"Gower Street, London, WC1E 6BT, London, United Kingdom",WC1E 6BT,London,Lucie,Hutton,Clapp,BB/L015803/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL015803%2F1
Strategic use of carbohydrase enzymes in broiler diets to increase productivity by improving gut health,BBSRC,DTP,2015-10-01,2019-09-30,95042,SRUC,Research,"West Mains Road, Edinburgh, EH9 3JG, Scotland, United Kingdom",EH9 3JG,Scotland,Oluyinka,Abiona,Olukosi,BB/M016080/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM016080%2F1
Assessment of the role of epigenetic factors in generation chromosome instability,BBSRC,DTP,2015-10-01,2019-09-30,95042,University of Manchester,School of Biological Sciences,"Oxford Road, Manchester, M13 9PL, North West, United Kingdom",M13 9PL,North West,Richard,Maurice,Walmsley,BB/N504233/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FN504233%2F1
Translating effects of dietary flavonoids on energy metabolism into physical activity benefits,BBSRC,DTP,2016-10-01,2020-09-30,96696,Liverpool John Moores University,Sport and Exercise Sciences,"Egerton Court, No 2 Rodney Street, Liverpool, L3 5UX, North West, United Kingdom",L3 5UX,North West,Dick,,Thijssen,BB/P504385/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FP504385%2F1
Recapitulating the adult stem cell and cancer stem cell niche in vitro using 3D engineered matrices,NC3Rs,DTP,2013-10-01,2017-03-31,90000,University of Cambridge,Pathology,"Lensfield Road, Cambridge, CB2 1EW, East of England, United Kingdom",CB2 1EW,East of England,Christine,Jannette,Watson,NC/K001655/1,http://gtr.rcuk.ac.uk:80/projects?ref=NC%2FK001655%2F1
DTA - University of Southampton,EPSRC,DTP,2014-10-01,2018-09-30,5016490,University of Southampton,Research and Innovation Services,"Administration Building, Highfield, Southampton, Hampshire, SO17 1BJ, South East, United Kingdom",SO17 1BJ,South East,Philip,,Jewell,EP/M50662X/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM50662X%2F1
Quota Studentship 2012,STFC,DTP,2012-10-01,2017-09-30,69641,University of Dundee,Mathematics,"University of Dundee, Nethergate, DD1 4HN, Scotland, United Kingdom",DD1 4HN,Scotland,Gunnar,,Hornig,ST/K502443/1,http://gtr.rcuk.ac.uk:80/projects?ref=ST%2FK502443%2F1
Industrial CASE Account - University of Nottingham 2015,EPSRC,DTP,2015-10-01,2020-09-30,645360,University of Nottingham,Research and Graduate Services,"University Park, Nottingham, Nottinghamshire, NG7 2RD, East Midlands, United Kingdom",NG7 2RD,East Midlands,Richard,,Masterman,EP/N509309/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FN509309%2F1
DTA - University of Surrey,EPSRC,DTP,2012-10-01,2016-09-30,1102550,University of Surrey,Registry,"Registry, Stag Hill, Guildford, Surrey, GU2 7XH, South East, United Kingdom",GU2 7XH,South East,Catherine,Julia,Ashbee,EP/K503186/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FK503186%2F1
Engineering human tissue culture cells to improve gene-targeting efficiencies and to better understand DNA repair and associated processes,BBSRC,DTP,2014-10-01,2018-09-30,94126,University of Cambridge,Biochemistry,"Lensfield Road, Cambridge, CB2 1EW, East of England, United Kingdom",CB2 1EW,East of England,Stephen,,Jackson,BB/L016990/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL016990%2F1
DTA - Cardiff University,EPSRC,DTP,2013-10-01,2017-09-30,1083380,Cardiff University,Registry,"Research & Consultancy, PO Box 923, Cardiff, South Glamorgan, CF10 3TE, Wales, United Kingdom",CF10 3TE,Wales,Rhian,Wyn,Phillips,EP/L504749/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FL504749%2F1
Mitochondrial Metabolism Using a Systems Approach to Relate in vitro Findings to in vivo Outcomes,BBSRC,DTP,2015-10-01,2019-09-30,95042,MRC Centre Cambridge,MRC Mitchondrial Biology Unit,"Hills Road, Cambridge, CB2 0QH, East of England, United Kingdom",CB2 0QH,East of England,Alan,,Robinson,BB/N503757/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FN503757%2F1
Role of presynaptic Kv3 potassium channel subunits in forming native potassium channels and adapting synaptic transmission and auditory processing,BBSRC,DTP,2015-10-01,2019-09-30,95042,University of Leicester,Cell Physiology and Pharmacology,"University Road, Leicester, Leicestershire, LE1 7RH, East Midlands, United Kingdom",LE1 7RH,East Midlands,Ian,Duncan,Forsythe,BB/M016501/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM016501%2F1
Collaborative Doctoral 2010 Grant - Disseminating Design: The V&amp;A's design collections and national circulation from 1945 to the present,AHRC,DTP,2010-10-01,2016-09-30,48156,University of Brighton,Centre for Research & Development (Arts),"Cockcroft Building M24, Lewes Road, Brighton, East Sussex, BN2 2GJ, South East, United Kingdom",BN2 2GJ,South East,Jonathan,,Woodham,AH/I504907/1,http://gtr.rcuk.ac.uk:80/projects?ref=AH%2FI504907%2F1
DTA - King's College London,EPSRC,DTP,2012-10-01,2016-09-30,680129,King's College London,King's College London Central Offices,"Capital House, 2nd Floor, Guys Campus, 42 Weston Street, London, SE1 3QD, London, United Kingdom",SE1 3QD,London,Jennie,,Eldridge,EP/K502868/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FK502868%2F1
